bins	BGR_130305_mapped_sorted	BGR_130527_mapped_sorted	BGR_130708_mapped_sorted
METABAT__1	6.889653865566613	0.03984361771709306	0.524624510901889
METABAT__10	3.388290308678451	0.9662190587001345	2.09389202242511
METABAT__11	11.022356430816828	28.792338118732257	8.080136999703372
METABAT__12	7.450859366882795	5.560843703794786	14.248908453020407
METABAT__13	3.571239472387757	0.016150470758593518	2.1520238816265076
METABAT__14	0.16444191370012	0.05276951801307707	15.814215887379829
METABAT__15	11.531167754466441	17.41792217012035	8.199070962020624
METABAT__16	5.928765868273085	0.9523212915634434	7.859141636255026
METABAT__17	1.0623820480787267	13.61751435246134	0.6343251439497009
METABAT__18	3.3667183379106076	7.199844106356581	11.44750891215523
METABAT__19	3.219178312156177	3.510643984868057	4.342053379767929
METABAT__2	2.456239117499032	11.48991785184354	20.996987292905274
METABAT__20	2.4257908629387734	4.200188499900917	1.6397994218541794
METABAT__21	7.8616516346083865	4.908220200005359	3.0821456533021787
METABAT__22	4.63987567182234	0.17408640622021865	3.074788870607952
METABAT__23	0.9444576852423981	1.864652703261093	6.8635270744909285
METABAT__24	1.340174126917854	0.13735525906327717	3.2172374390475857
METABAT__25	2.9205972300307916	5.032010279047967	10.68357321664946
METABAT__26	6.095371685884276	2.3188460524284342	4.350399868720704
METABAT__27	0.3383125946269235	2.637859233507295	2.610327983364359
METABAT__28	2.4503161881368607	0.0910065973621243	7.139792313128093
METABAT__29	2.906583249444832	1.4259409870990576	3.1417849857401343
METABAT__3	3.541878693927758	1.5699229453969543	4.038847263906124
METABAT__30	5.47663500130646	4.136510713611527	3.4737510504062645
METABAT__31	0.9292226964146829	8.041469094695222	2.3556235293324312
METABAT__32	2.7109440625941756	0.04938026911325452	5.978409511197803
METABAT__33	18.177890222422786	8.275404938946261	20.57795813669179
METABAT__34	2.2469296365128675	0.992024777072783	4.273369480043696
METABAT__35	3.0338235272168537	3.96206793238655	3.787998551770665
METABAT__36	2.346391849329654	1.0444256587589118	3.6499940578561727
METABAT__37	3.9196799155087154	0.49016824637955725	2.084798131643762
METABAT__38	0.09181592657926774	2.4020065432718445	2.4643884711897646
METABAT__39	4.54180689542985	3.968401285376469	3.093584722689616
METABAT__4	3.1228359490062165	15.514071761642352	5.083677538925166
METABAT__40	3.2006909988942622	4.4226924671811085	2.8360813830536187
METABAT__41	3.1338263492092966	0.041522830517555544	7.66884305945724
METABAT__42	4.950986822723058	0.000337569330918408	3.061652230358736
METABAT__43	1.493976719136991	2.399924221838281	2.855461771530142
METABAT__44	12.961999734514167	2.8839964845134447	2.8967735804000054
METABAT__45	2.0991017401268777	0.004194575374299804	2.895013626981696
METABAT__46	0.7924975587688795	7.671251557241791	2.274913130629693
METABAT__5	23.649270370532538	23.868473945459087	13.893228068829854
METABAT__6	3.729750772679394	2.9242140272879733	4.222254607238337
METABAT__7	5.382311209552891	17.201430700611464	4.684413167809446
METABAT__8	24.736618822559084	10.211110591416462	53.93684352173906
METABAT__9	4.015491812111301	0.8205876384794331	1.3470799595562717
