bins	BGR_130305_mapped_sorted	BGR_130527_mapped_sorted	BGR_130708_mapped_sorted
METABAT__1	1.5347402064806854	0.04308017653233296	0.14998794863975026
METABAT__10	0.7905440336358232	0.28178526878010485	0.39998714809000413
METABAT__11	2.453026549579978	6.261670725012025	1.3867639841996837
METABAT__12	1.6595244482620368	1.2544827697421956	2.3760023524761644
METABAT__13	0.8272183591668377	0.008998117310780875	0.38828588528041785
METABAT__14	0.11787244423421817	0.08708662147835386	2.6183333421779853
METABAT__15	2.538930321249074	3.7883828134051902	1.4071510123352504
METABAT__16	1.3414130877966928	0.28346163775632066	1.3396480528920371
METABAT__17	0.31172524004609226	3.059070718766156	0.17630642356557133
METABAT__18	0.8108120648557178	1.631815343586998	1.987919262745434
METABAT__19	0.7574494369821715	0.8123076538940021	0.7690907025691092
METABAT__2	0.5977022851057306	2.540716357127543	3.4900666004516125
METABAT__20	0.5935856481711299	0.9669721931360381	0.3261044911014629
METABAT__21	1.7558981489930308	1.1190770641764347	0.5683903705423091
METABAT__22	1.0534234577440393	0.11929059503081921	0.5455054486046716
METABAT__23	0.27650038253282433	0.4595049490361015	1.1775450556671392
METABAT__24	0.33667637752705304	0.09415531414686355	0.5630137104921088
METABAT__25	0.7393406017878191	1.1894430000990817	1.9045838566750046
METABAT__26	1.372994033576547	0.5492388353645254	0.7611125856497297
METABAT__27	0.14432681576147188	0.614373367825016	0.4622423757727992
METABAT__28	0.5878908103368798	0.10037312073105992	1.2244943249706965
METABAT__29	0.6838134195144572	0.3688761407077548	0.5602558026881616
METABAT__3	0.8234543367976557	0.40175007873350377	0.7115278188584933
METABAT__30	1.3840932414326952	1.0728487532823343	0.6989189474082402
METABAT__31	0.29008653195748596	1.8337851591892025	0.4625244853256716
METABAT__32	0.6395563117407677	0.0288936007646708	1.0280858919883096
METABAT__33	3.985564099579394	1.8576398623901436	3.4243117526179723
METABAT__34	0.5511993215669205	0.2903635345575241	0.754348790513134
METABAT__35	0.7189060990349894	0.919863862586998	0.6761788779087288
METABAT__36	0.566086521511709	0.2928646341554349	0.6560754711057559
METABAT__37	0.8961741677539127	0.18484332871904077	0.3864992416202447
METABAT__38	0.04728357664747442	0.5671629400625174	0.44813802851986995
METABAT__39	1.0340029508522777	0.9125578776125689	0.5544913519534398
METABAT__4	0.7433465975716432	3.3508029698873325	0.8851069329400704
METABAT__40	0.7520038720303391	1.019515157472519	0.5190874033291151
METABAT__41	0.7331725756892342	0.02038113536631939	1.308006835322988
METABAT__42	1.1384816155720565	0.001847913182629897	0.5535536003136816
METABAT__43	0.380655594622936	0.5727261679286344	0.5093378022171255
METABAT__44	3.0921307856503213	0.7219655995632459	0.5902034638039593
METABAT__45	0.49561682508655636	0.006011109593854901	0.5088883974815828
METABAT__46	0.24813083639518949	1.7071075237897	0.4240267944083063
METABAT__5	5.203395872255834	5.2315518353695785	2.375748621531232
METABAT__6	0.8648824670704927	0.6917995846652263	0.7452549217424491
METABAT__7	1.2352877006149463	3.740669308515969	0.8349410328385326
METABAT__8	5.367121639108973	2.2438551379614466	8.858978141743659
METABAT__9	0.9151471284014553	0.24958689318064162	0.2656793775954255
