baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
1	5952.38393581468	0.286146448148528	0.157891558611189	1.81229731763665	0.0699402688082438	0.231041319801778
2	2075.76938870192	-0.0629507752189323	0.140865833944343	-0.446884623874122	0.654958366461182	0.829975575981978
3	796.618646114551	-0.777872837650738	0.156479012420538	-4.97110012146677	6.65740566239519e-07	2.10173813523265e-05
4	469.021653872326	-0.903747990594278	0.175175206714974	-5.15910902885224	2.48127792220591e-07	8.79643282908852e-06
5	356.90959302988	-0.70654517918428	0.179058564968843	-3.9458887616307	7.95045202852202e-05	0.00130576068061658
6	385.159969504179	-0.344810465887448	0.17717402518596	-1.94616826888444	0.0516345301655054	0.189969079684387
7	109.163791407578	-0.00834170824809426	0.237408653192994	-0.0351364962308814	0.97197089958545	0.985875577492988
8	52.1100860794603	0.0441261391537007	0.289646314548137	0.152344901134129	0.878914912215787	0.94184860602583
9	320.61651236892	-0.137827563135405	0.184103387803858	-0.748642188389521	0.454072896841659	0.701376148309618
10	870.084053230919	0.455486682468981	0.195112857354492	2.33447804847339	0.0195707041865291	0.0947022228744271
11	1932.69051350983	-0.0916727131910328	0.153350178403727	-0.597799847025185	0.549973492763508	0.765351025164597
12	8.03124011879804	0.00904688284913942	0.304383446031954	0.029721993646756	0.976288771275377	NA
13	15.07699885809	0.124331525171205	0.322658265780135	0.385335007211396	0.699989228231655	NA
14	125.867081954996	0.257631105878104	0.2280391879536	1.12976680977537	0.258574497048503	0.512195293431237
15	68.0912746761555	0.163840509572709	0.271199958947604	0.604131763915063	0.545756042902747	0.76303528758339
16	43.6697785684862	0.251882253324059	0.301095905519837	0.836551572792692	0.40284467618622	NA
17	474.35295387554	-0.519092063131741	0.173505293978675	-2.99179380195478	0.00277343522047535	0.0228395925946795
18	275.287773177447	-0.723662847675043	0.197294307984226	-3.66793576088826	0.000244516594699194	0.003337134933289
19	42.9042824899883	-0.18551253225229	0.298411294735967	-0.621667261007766	0.534160683418675	NA
20	225.911454050081	-0.297908362760748	0.208703775744803	-1.42742200852667	0.153458290788374	0.377413918207956
21	151.095890836279	0.215546747140666	0.218933376677957	0.984531232337988	0.324854382809904	0.581620559031742
22	722.687845988435	0.290707792532215	0.178013689589866	1.6330642502944	0.102455484400907	0.296061722816537
23	52.0551326806909	-0.037251519168607	0.288466765158112	-0.129136259936874	0.897249830926354	0.948073387668005
24	67.7144297154168	0.459900845922334	0.266913693617075	1.72303203964547	0.0848827312241437	0.260839428825143
25	415.922106535644	0.0123174686745375	0.178129378568576	0.0691490015488686	0.944871016747265	0.971273179876749
26	12.8000992402341	0.222816217932486	0.319850988620418	0.696625071860922	0.486037461203364	NA
27	101.877131677696	0.122961807183191	0.246322414538283	0.499190491509577	0.617645192502573	0.813129311368439
28	41.5147427608785	0.116851425917828	0.296543264086676	0.394045119445619	0.693547727988247	NA
29	43.0562540654579	0.213006975728592	0.294104577092621	0.724255901877755	0.468908644570866	NA
30	57.241970490699	0.04596626023555	0.281475641422831	0.163304575853154	0.870278631258622	0.939596732105137
31	44.3708122590981	-0.130615103529023	0.292306754407224	-0.446842577394084	0.654988726911423	NA
32	178.961511012997	0.121700278451823	0.215605571499105	0.564457947935396	0.572442511370581	0.783101355554955
33	29.5037044232285	0.110851781275504	0.31307461098884	0.354074643502329	0.723282944286046	NA
34	231.859801007046	0.31929217287259	0.197174966437171	1.61933423213911	0.105375369075409	0.300490370815872
35	411.413512183439	0.0151016279292789	0.177174821042017	0.085235745352877	0.932073973289534	0.965623321579713
36	6.47414528376047	-0.0429624987932283	0.28948199502307	-0.148411644011934	0.882017911242478	NA
37	11.6098409585538	-0.0254784484518101	0.315294963228445	-0.0808082951624882	0.935594411061301	NA
38	79.9925084527783	0.28959066400001	0.263061955984238	1.10084585555717	0.270963750388106	0.525161267780408
39	126.310980219978	0.0983080015870843	0.229395250123188	0.428552908285119	0.668248622273317	0.84022437065248
40	279.955922465484	0.245959844413152	0.201509294783362	1.22058808591226	0.222242019541437	0.467848755956611
41	670.963468822514	0.253415098813385	0.158268206199763	1.6011750237033	0.109338159119662	0.308217938942964
42	929.679224116255	-0.4336957629355	0.154607293264067	-2.80514427087701	0.00502940627418007	0.0355729538662809
43	1798.07378416411	-0.164377807930371	0.151985576311402	-1.08153557672854	0.279458944087514	0.535169400831622
44	66.5791066737678	-0.449402157238136	0.271308591460154	-1.65642434992383	0.097635913335929	0.288442682995473
45	24.3673720436357	-0.243452596039326	0.318202453322196	-0.765087111986588	0.444219673756821	NA
46	65.3420057262324	0.05877697413465	0.270296398668911	0.217453781937534	0.827854721842746	0.922058879845541
47	16.6652545509695	0.0585367393498488	0.322874132171019	0.181298944440812	0.856132934514181	NA
48	140.061845769479	0.0780440571505895	0.221628845283733	0.352138536166969	0.724734369250374	0.864152096558998
49	23.5574332667597	-0.273387642025906	0.319620773056174	-0.855350043152099	0.392357391111569	NA
50	167.723494650673	-0.17770899969577	0.213128305368314	-0.833812286869473	0.404386770442552	0.657467752615492
51	312.965110461617	-0.109137450457852	0.187818242475895	-0.581080139070407	0.561186443593928	0.774261505233768
52	188.865355526593	0.0873465943550664	0.228007396209723	0.383086670902221	0.701655502251578	0.854141007917229
53	437.938675330872	-0.142341221478787	0.183935981471336	-0.773862842605208	0.439011905036684	0.693568383174315
54	151.674886695929	0.137007276550981	0.218460394099637	0.627149269393397	0.53056139353993	0.753832830410838
55	828.039780255482	0.152218372197256	0.154631996010256	0.984391174690396	0.324923215640712	0.581620559031742
