key	V_jascida_12	V_jascida_13	V_jascida_14	V_jascida_47	V_jascida_52	V_jascida_53	V_jascida_55	V_jascida_ref
V_jascida_12	1.0	0.9983397614408821	0.9004856034409966	0.9407583407038593	0.8989390398029039	0.9005120874619313	0.9003162088915113	0.893632433088723
V_jascida_13	0.9987862509675154	1.0	0.8988409427913888	0.9402131828456574	0.8966973123243784	0.8990394780689915	0.8986957402140087	0.8914381919595277
V_jascida_14	0.8925480337399245	0.8924571038823296	1.0	0.8934143410886436	0.9083694877612335	0.9978045472094002	0.9981498418281098	0.8840291173440429
V_jascida_47	0.9406731560770538	0.9407282995738319	0.9011710004988682	1.0	0.8948585303038424	0.9010534984683507	0.9012046706713558	0.8884400677801186
V_jascida_52	0.8322186323263556	0.8321039284107955	0.8470144855339007	0.8298598248345876	1.0	0.846766674308306	0.8471069784561297	0.8213922009269917
V_jascida_53	0.8935726033537571	0.8936168468178529	0.9988266086684391	0.8941117244838206	0.9088622220946735	1.0	0.998788173226657	0.8840606002215248
V_jascida_55	0.8925617704396396	0.892715407017436	0.9988298013991171	0.8933791170335167	0.9073595334910669	0.9984226644679566	1.0	0.8839601705707428
V_jascida_ref	0.8694121384958368	0.8695179899968662	0.8665237615750035	0.8670126151948995	0.8626473260057604	0.8668585127730539	0.8665292711957195	1.0
